Date,Quarter,Month,Region,Country,Product_Category,Product,Salesperson,Customer_Segment,Deal_Stage,Units,Unit_Price,Revenue,Cost,Profit,Discount_Pct,Customer_Satisfaction
2024-07-05,Q3 2024,Jul,Europe,UK,Software,Cloud Suite,Hans Mueller,Enterprise,Closed Lost,41,2303.76,95889.86,55665.53,40224.33,15.4,4.2
2024-07-05,Q3 2024,Jul,North America,Canada,Services,Consulting,Mike Johnson,Enterprise,Lead,163,385.31,58032.31,50113.68,7918.63,16.0,3.9
2024-07-05,Q3 2024,Jul,Europe,France,Services,Consulting,James Clarke,Government,Closed Lost,27,416.56,7801.0,6640.61,1160.39,13.3,2.9
2024-07-05,Q3 2024,Jul,Europe,Germany,Subscriptions,Enterprise Plan,James Clarke,SMB,Qualified,253,523.3,104539.01,61316.09,43222.92,1.3,2.7
2024-07-06,Q3 2024,Jul,North America,Canada,Software,Data Platform,Mike Johnson,SMB,Negotiation,33,2256.99,75784.08,43875.72,31908.36,7.5,3.1
2024-07-06,Q3 2024,Jul,Europe,Germany,Software,Security Pro,James Clarke,Education,Closed Lost,6,756.62,3054.32,1750.74,1303.58,15.9,2.9
2024-07-06,Q3 2024,Jul,Latin America,Colombia,Services,Support,Pedro Morales,Enterprise,Closed Won,135,143.26,11299.45,7977.02,3322.43,22.1,3.0
2024-07-06,Q3 2024,Jul,North America,Canada,Subscriptions,Enterprise Plan,Elena Rodriguez,SMB,Qualified,258,697.1,139421.12,84308.18,55112.94,8.8,3.8
2024-07-06,Q3 2024,Jul,Latin America,Colombia,Hardware,Desktop Plus,Pedro Morales,SMB,Proposal,20,1423.48,20775.69,15192.49,5583.2,2.7,3.2
2024-07-07,Q3 2024,Jul,Latin America,Brazil,Services,Support,Pedro Morales,Enterprise,Closed Lost,68,300.53,12936.01,9131.71,3804.3,15.6,3.4
2024-07-09,Q3 2024,Jul,Asia Pacific,Japan,Services,Support,Raj Patel,SMB,Qualified,26,246.81,6064.12,4257.17,1806.95,5.5,3.1
2024-07-10,Q3 2024,Jul,Europe,UK,Hardware,Laptop Pro,Hans Mueller,SMB,Lead,92,1909.36,208685.41,146540.22,62145.19,1.0,3.8
2024-07-11,Q3 2024,Jul,Latin America,Brazil,Services,Support,Pedro Morales,SMB,Closed Won,9,172.41,1126.53,806.08,320.45,3.2,4.0
2024-07-12,Q3 2024,Jul,Latin America,Brazil,Services,Implementation,Ana Gutierrez,SMB,Proposal,67,774.47,54048.09,44808.83,9239.26,0.8,3.8
2024-07-12,Q3 2024,Jul,North America,USA,Subscriptions,Professional Plan,Mike Johnson,Government,Qualified,337,226.74,79849.89,44364.13,35485.76,5.0,3.6
2024-07-12,Q3 2024,Jul,Europe,UK,Hardware,Laptop Pro,James Clarke,SMB,Closed Won,34,1799.21,48889.57,34635.02,14254.55,0.1,3.6
2024-07-12,Q3 2024,Jul,Europe,Germany,Software,Security Pro,Hans Mueller,Enterprise,Lead,45,1742.86,82538.36,47027.61,35510.75,12.3,4.4
2024-07-13,Q3 2024,Jul,Latin America,Brazil,Subscriptions,Basic Plan,Carlos Silva,SMB,Closed Won,92,59.57,6207.97,3459.7,2748.27,1.5,4.1
2024-07-13,Q3 2024,Jul,Europe,UK,Subscriptions,Basic Plan,Sophie Dupont,SMB,Qualified,472,31.08,14941.15,8362.53,6578.62,3.0,3.3
2024-07-13,Q3 2024,Jul,Asia Pacific,India,Subscriptions,Professional Plan,Liam Zhang,SMB,Closed Won,484,119.84,49331.18,30933.66,18397.52,5.5,2.7
2024-07-14,Q3 2024,Jul,Latin America,Brazil,Hardware,Server Rack,Pedro Morales,SMB,Qualified,63,4006.35,183810.34,134983.81,48826.53,2.9,2.7
2024-07-14,Q3 2024,Jul,North America,USA,Subscriptions,Basic Plan,Sarah Chen,SMB,Proposal,144,25.05,4436.86,2481.79,1955.07,1.6,4.3
2024-07-14,Q3 2024,Jul,Europe,UK,Software,Data Platform,Sophie Dupont,SMB,Closed Won,10,1869.8,19024.28,11496.04,7528.24,3.1,2.9
2024-07-14,Q3 2024,Jul,Asia Pacific,Japan,Subscriptions,Basic Plan,Yuki Tanaka,SMB,Proposal,436,33.22,18188.91,11614.7,6574.21,3.4,3.7
2024-07-14,Q3 2024,Jul,Europe,UK,Subscriptions,Enterprise Plan,Sophie Dupont,Education,Lead,292,280.69,64888.9,36082.99,28805.91,24.6,4.2
2024-07-14,Q3 2024,Jul,Asia Pacific,India,Hardware,Server Rack,Liam Zhang,SMB,Proposal,80,3867.33,254779.7,182301.89,72477.81,8.5,3.7
2024-07-15,Q3 2024,Jul,Europe,UK,Hardware,Desktop Plus,Sophie Dupont,SMB,Closed Won,99,1070.21,102459.71,80408.71,22051.0,7.9,3.2
2024-07-16,Q3 2024,Jul,North America,Canada,Software,Security Pro,Elena Rodriguez,Enterprise,Closed Won,46,1288.49,39951.31,24824.09,15127.22,20.7,2.9
2024-07-16,Q3 2024,Jul,Latin America,Mexico,Services,Consulting,Pedro Morales,Enterprise,Proposal,68,196.72,7885.72,6232.45,1653.27,21.4,3.6
2024-07-17,Q3 2024,Jul,Latin America,Mexico,Services,Support,Ana Gutierrez,SMB,Closed Lost,178,145.77,25827.7,19317.24,6510.46,5.2,3.3
2024-07-17,Q3 2024,Jul,North America,USA,Hardware,Networking Kit,Mike Johnson,Government,Closed Won,16,1221.26,20354.98,14804.45,5550.53,5.3,4.2
2024-07-18,Q3 2024,Jul,Europe,UK,Software,Data Platform,James Clarke,Enterprise,Closed Won,48,1257.59,41578.94,24796.51,16782.43,13.9,3.6
2024-07-18,Q3 2024,Jul,Latin America,Brazil,Hardware,Networking Kit,Carlos Silva,Education,Lead,69,999.14,65486.73,47002.56,18484.17,17.4,3.6
2024-07-18,Q3 2024,Jul,Latin America,Brazil,Services,Support,Carlos Silva,Education,Negotiation,185,378.47,65059.75,45565.35,19494.4,19.2,4.0
2024-07-18,Q3 2024,Jul,North America,Canada,Subscriptions,Enterprise Plan,Mike Johnson,SMB,Qualified,306,539.16,173133.12,109961.45,63171.67,4.6,3.8
2024-07-19,Q3 2024,Jul,Asia Pacific,India,Subscriptions,Professional Plan,Yuki Tanaka,Enterprise,Lead,478,212.76,109469.1,66508.67,42960.43,17.2,4.8
2024-07-19,Q3 2024,Jul,Asia Pacific,India,Subscriptions,Basic Plan,Yuki Tanaka,Enterprise,Negotiation,145,45.39,6896.15,4331.16,2564.99,19.4,5.0
2024-07-20,Q3 2024,Jul,Asia Pacific,Australia,Subscriptions,Basic Plan,Raj Patel,Enterprise,Qualified,105,49.6,4432.01,2557.83,1874.18,14.9,3.9
2024-07-20,Q3 2024,Jul,Asia Pacific,Japan,Subscriptions,Basic Plan,Raj Patel,SMB,Proposal,158,56.69,8347.94,5155.43,3192.51,6.8,3.4
2024-07-22,Q3 2024,Jul,Europe,Germany,Services,Consulting,James Clarke,Government,Closed Lost,168,219.29,26289.54,22623.38,3666.16,10.8,2.1
2024-07-23,Q3 2024,Jul,Asia Pacific,Japan,Subscriptions,Enterprise Plan,Yuki Tanaka,Enterprise,Closed Won,235,478.28,116745.52,67452.25,49293.27,20.1,4.4
2024-07-24,Q3 2024,Jul,North America,Canada,Software,Cloud Suite,Elena Rodriguez,Enterprise,Lead,1,2099.41,1454.37,825.77,628.6,18.5,3.2
2024-07-24,Q3 2024,Jul,North America,Canada,Services,Consulting,Elena Rodriguez,SMB,Closed Won,193,162.14,24790.33,19924.42,4865.91,6.8,3.4
2024-07-24,Q3 2024,Jul,Europe,France,Subscriptions,Professional Plan,James Clarke,SMB,Closed Won,98,116.62,9143.01,5264.1,3878.91,0.0,3.8
2024-07-24,Q3 2024,Jul,North America,USA,Hardware,Networking Kit,Mike Johnson,Enterprise,Lead,5,1256.13,5195.35,3979.4,1215.95,24.8,3.5
2024-07-25,Q3 2024,Jul,North America,Canada,Hardware,Networking Kit,Sarah Chen,SMB,Proposal,59,1421.41,100426.17,74586.2,25839.97,4.2,3.9
2024-07-26,Q3 2024,Jul,Asia Pacific,Japan,Services,Consulting,Yuki Tanaka,SMB,Closed Won,123,176.12,27598.36,24036.96,3561.4,2.0,4.7
2024-07-26,Q3 2024,Jul,Europe,UK,Subscriptions,Basic Plan,James Clarke,SMB,Negotiation,278,69.56,14835.87,9477.98,5357.89,4.1,3.7
2024-07-26,Q3 2024,Jul,North America,USA,Software,Cloud Suite,Mike Johnson,Enterprise,Closed Lost,50,1791.12,85705.09,53136.69,32568.4,13.0,3.9
2024-07-27,Q3 2024,Jul,Latin America,Mexico,Subscriptions,Professional Plan,Pedro Morales,Education,Closed Won,241,210.92,30499.03,19513.01,10986.02,20.0,3.9
2024-07-27,Q3 2024,Jul,North America,USA,Hardware,Laptop Pro,Elena Rodriguez,Government,Lead,69,1602.11,86258.72,65689.5,20569.22,8.2,2.4
2024-07-28,Q3 2024,Jul,North America,Canada,Software,Cloud Suite,Mike Johnson,Government,Lead,46,1330.47,56281.01,33304.85,22976.16,16.4,3.1
2024-07-29,Q3 2024,Jul,North America,USA,Software,Security Pro,Elena Rodriguez,Government,Closed Won,1,996.34,722.4,463.69,258.71,14.7,2.5
2024-07-30,Q3 2024,Jul,North America,USA,Services,Implementation,Sarah Chen,SMB,Proposal,151,467.37,83540.63,69134.92,14405.71,5.3,4.2
2024-07-31,Q3 2024,Jul,North America,Canada,Software,Cloud Suite,Elena Rodriguez,SMB,Qualified,13,843.91,9082.75,5352.74,3730.01,2.6,3.1
2024-07-31,Q3 2024,Jul,North America,USA,Subscriptions,Enterprise Plan,Sarah Chen,Government,Qualified,128,591.48,78548.54,46230.18,32318.36,17.0,3.8
2024-08-01,Q3 2024,Aug,North America,Canada,Services,Training,Sarah Chen,SMB,Lead,92,210.55,22058.27,15906.26,6152.01,8.9,3.9
2024-08-03,Q3 2024,Aug,Asia Pacific,India,Hardware,Laptop Pro,Liam Zhang,Enterprise,Qualified,67,2100.28,97391.45,76303.96,21087.49,23.1,3.6
2024-08-04,Q3 2024,Aug,Asia Pacific,Japan,Subscriptions,Basic Plan,Raj Patel,Enterprise,Lead,448,75.52,28419.69,17479.87,10939.82,16.0,3.9
2024-08-04,Q3 2024,Aug,Europe,Germany,Subscriptions,Enterprise Plan,Sophie Dupont,Enterprise,Negotiation,343,371.96,105829.5,66962.99,38866.51,21.0,4.4
2024-08-04,Q3 2024,Aug,Latin America,Mexico,Subscriptions,Professional Plan,Pedro Morales,Education,Closed Won,163,125.23,11619.81,6790.86,4828.95,24.1,3.3
2024-08-05,Q3 2024,Aug,Asia Pacific,India,Services,Training,Liam Zhang,Enterprise,Negotiation,5,125.94,431.28,343.5,87.78,23.9,3.7
2024-08-05,Q3 2024,Aug,Asia Pacific,Japan,Software,Security Pro,Yuki Tanaka,SMB,Proposal,14,1363.91,23358.6,13972.38,9386.22,5.9,4.2
2024-08-06,Q3 2024,Aug,Europe,UK,Subscriptions,Basic Plan,James Clarke,Education,Proposal,280,60.84,11270.49,7101.9,4168.59,17.3,3.5
2024-08-06,Q3 2024,Aug,Europe,France,Subscriptions,Professional Plan,James Clarke,SMB,Closed Won,208,243.6,37130.1,23546.63,13583.47,8.4,2.8
2024-08-07,Q3 2024,Aug,North America,USA,Hardware,Networking Kit,Elena Rodriguez,Government,Closed Lost,23,585.42,9659.55,7206.32,2453.23,15.6,3.0
2024-08-08,Q3 2024,Aug,North America,USA,Hardware,Networking Kit,Mike Johnson,SMB,Lead,27,1327.95,36915.95,28237.56,8678.39,6.4,3.6
2024-08-08,Q3 2024,Aug,Asia Pacific,Australia,Hardware,Server Rack,Raj Patel,SMB,Closed Won,20,3418.44,61668.66,45142.37,16526.29,9.8,3.7
2024-08-08,Q3 2024,Aug,Europe,UK,Hardware,Desktop Plus,James Clarke,SMB,Negotiation,8,1143.1,7037.84,5506.7,1531.14,3.8,3.3
2024-08-08,Q3 2024,Aug,Europe,Germany,Services,Implementation,James Clarke,Government,Negotiation,115,532.15,42397.45,33086.76,9310.69,13.4,3.1
2024-08-09,Q3 2024,Aug,Europe,France,Hardware,Laptop Pro,James Clarke,Education,Qualified,78,2853.83,143353.59,108997.82,34355.77,19.5,4.2
2024-08-10,Q3 2024,Aug,Latin America,Mexico,Hardware,Server Rack,Pedro Morales,Enterprise,Lead,96,4802.84,299812.48,231657.45,68155.03,13.3,3.2
2024-08-10,Q3 2024,Aug,North America,Canada,Subscriptions,Basic Plan,Mike Johnson,Enterprise,Proposal,84,25.17,1904.75,1104.43,800.32,18.1,3.8
2024-08-10,Q3 2024,Aug,Europe,UK,Software,Security Pro,Sophie Dupont,SMB,Closed Lost,22,1662.8,37488.82,24031.43,13457.39,2.4,3.5
2024-08-10,Q3 2024,Aug,North America,USA,Hardware,Laptop Pro,Sarah Chen,SMB,Lead,21,1385.58,36335.1,28541.02,7794.08,0.1,4.1
2024-08-11,Q3 2024,Aug,North America,USA,Hardware,Laptop Pro,Sarah Chen,Government,Negotiation,28,2651.1,80633.21,63330.0,17303.21,13.1,4.3
2024-08-11,Q3 2024,Aug,Latin America,Colombia,Services,Support,Pedro Morales,Education,Lead,126,297.39,22651.3,16111.43,6539.87,19.4,3.3
2024-08-11,Q3 2024,Aug,North America,USA,Software,Cloud Suite,Elena Rodriguez,SMB,Lead,31,1009.57,24553.8,13655.79,10898.01,7.7,3.7
2024-08-12,Q3 2024,Aug,North America,Canada,Hardware,Server Rack,Elena Rodriguez,SMB,Negotiation,77,3153.36,196480.82,139432.99,57047.83,4.8,3.5
2024-08-12,Q3 2024,Aug,North America,Canada,Services,Consulting,Mike Johnson,Education,Closed Won,96,226.59,19357.67,15328.98,4028.69,19.1,4.5
2024-08-12,Q3 2024,Aug,North America,USA,Services,Consulting,Sarah Chen,Government,Closed Won,82,161.93,15601.96,13214.65,2387.31,6.0,3.9
2024-08-12,Q3 2024,Aug,North America,Canada,Subscriptions,Basic Plan,Elena Rodriguez,SMB,Lead,314,61.87,16347.97,9023.05,7324.92,1.0,3.5
2024-08-13,Q3 2024,Aug,Latin America,Colombia,Subscriptions,Basic Plan,Carlos Silva,Enterprise,Negotiation,452,62.3,27396.47,16517.3,10879.17,15.4,4.1
2024-08-14,Q3 2024,Aug,Europe,UK,Services,Support,Hans Mueller,Education,Proposal,39,240.4,8966.82,6514.72,2452.1,20.3,3.8
2024-08-14,Q3 2024,Aug,Asia Pacific,India,Services,Support,Liam Zhang,SMB,Lead,124,161.31,16688.04,12010.33,4677.71,7.3,3.0
2024-08-15,Q3 2024,Aug,Europe,UK,Software,Data Platform,Hans Mueller,SMB,Negotiation,37,2438.51,100366.15,63300.94,37065.21,7.3,4.8
2024-08-15,Q3 2024,Aug,North America,USA,Hardware,Networking Kit,Mike Johnson,Government,Closed Won,89,569.48,52574.22,40239.72,12334.5,5.7,3.6
2024-08-15,Q3 2024,Aug,Latin America,Mexico,Services,Consulting,Pedro Morales,Enterprise,Lead,15,393.43,3979.05,3493.95,485.1,10.1,3.6
2024-08-15,Q3 2024,Aug,North America,Canada,Subscriptions,Enterprise Plan,Sarah Chen,Enterprise,Proposal,326,546.57,185086.37,119427.4,65658.97,16.9,4.6
2024-08-16,Q3 2024,Aug,North America,USA,Hardware,Desktop Plus,Sarah Chen,SMB,Closed Won,14,1938.39,31140.24,21800.19,9340.05,8.2,3.8
2024-08-17,Q3 2024,Aug,North America,USA,Services,Training,Elena Rodriguez,Government,Closed Lost,175,184.12,25936.29,21021.59,4914.7,5.3,2.8
2024-08-18,Q3 2024,Aug,Europe,UK,Subscriptions,Professional Plan,Hans Mueller,SMB,Closed Won,198,227.49,52051.71,29530.54,22521.17,3.7,3.5
2024-08-18,Q3 2024,Aug,Latin America,Colombia,Services,Consulting,Carlos Silva,SMB,Closed Won,25,371.37,9780.03,8140.77,1639.26,8.4,4.6
2024-08-18,Q3 2024,Aug,North America,Canada,Services,Support,Mike Johnson,Enterprise,Negotiation,60,152.26,7999.13,5742.61,2256.52,20.4,4.1
2024-08-18,Q3 2024,Aug,Europe,France,Subscriptions,Basic Plan,Sophie Dupont,SMB,Negotiation,414,58.99,25514.74,15111.96,10402.78,0.5,3.0
2024-08-18,Q3 2024,Aug,Europe,France,Software,Cloud Suite,Sophie Dupont,SMB,Proposal,20,2128.27,42548.37,24541.3,18007.07,4.8,4.3
2024-08-19,Q3 2024,Aug,Asia Pacific,Australia,Software,Cloud Suite,Yuki Tanaka,SMB,Closed Won,27,1426.94,48583.03,27605.57,20977.46,3.0,3.6
2024-08-19,Q3 2024,Aug,North America,Canada,Software,Cloud Suite,Sarah Chen,SMB,Closed Won,8,1954.43,18058.93,10524.93,7534.0,7.6,3.4
2024-08-20,Q3 2024,Aug,Europe,France,Software,Security Pro,Sophie Dupont,Enterprise,Closed Won,14,1532.05,18962.8,10474.47,8488.33,15.8,3.5
2024-08-21,Q3 2024,Aug,Europe,France,Hardware,Laptop Pro,Sophie Dupont,SMB,Lead,35,2936.01,103258.74,72498.86,30759.88,4.3,3.4
2024-08-21,Q3 2024,Aug,Asia Pacific,India,Services,Consulting,Raj Patel,SMB,Closed Won,6,443.71,2624.99,2250.75,374.24,1.4,3.1
2024-08-21,Q3 2024,Aug,Asia Pacific,Japan,Services,Implementation,Raj Patel,Enterprise,Closed Won,169,222.4,33676.7,26811.08,6865.62,10.4,4.2
2024-08-22,Q3 2024,Aug,Asia Pacific,Australia,Services,Training,Liam Zhang,SMB,Lead,70,132.01,7734.47,6222.78,1511.69,7.0,2.6
2024-08-22,Q3 2024,Aug,North America,Canada,Subscriptions,Enterprise Plan,Mike Johnson,Enterprise,Closed Won,159,368.22,48687.67,31601.6,17086.07,24.4,4.7
2024-08-22,Q3 2024,Aug,Europe,Germany,Services,Implementation,Hans Mueller,Government,Negotiation,21,763.74,15820.42,13103.01,2717.41,17.8,4.2
2024-08-23,Q3 2024,Aug,North America,Canada,Software,Data Platform,Elena Rodriguez,Enterprise,Lead,30,1908.95,39380.68,25450.28,13930.4,19.1,3.9
2024-08-24,Q3 2024,Aug,North America,Canada,Services,Support,Sarah Chen,SMB,Closed Won,74,389.3,34893.93,24507.85,10386.08,3.1,4.0
2024-08-24,Q3 2024,Aug,Europe,Germany,Subscriptions,Enterprise Plan,James Clarke,Education,Closed Won,174,678.77,74170.56,41459.79,32710.77,21.5,2.9
2024-08-24,Q3 2024,Aug,Asia Pacific,India,Hardware,Networking Kit,Liam Zhang,SMB,Closed Won,1,415.11,345.21,264.14,81.07,7.6,3.3
2024-08-25,Q3 2024,Aug,Europe,Germany,Services,Consulting,Hans Mueller,Enterprise,Lead,156,490.68,70544.87,55203.14,15341.73,23.2,4.1
2024-08-25,Q3 2024,Aug,Asia Pacific,Australia,Services,Training,Raj Patel,Government,Closed Won,104,216.07,21145.47,16821.12,4324.35,5.9,3.5
2024-08-25,Q3 2024,Aug,North America,USA,Software,Security Pro,Sarah Chen,SMB,Lead,19,752.34,16706.65,9369.72,7336.93,6.5,4.3
2024-08-26,Q3 2024,Aug,North America,USA,Software,Data Platform,Elena Rodriguez,Government,Closed Won,49,2726.71,92443.92,57643.03,34800.89,18.6,3.4
2024-08-26,Q3 2024,Aug,Latin America,Brazil,Services,Implementation,Carlos Silva,Government,Lead,16,727.25,10879.08,8238.47,2640.61,18.7,4.2
2024-08-27,Q3 2024,Aug,Europe,Germany,Services,Support,Sophie Dupont,SMB,Qualified,160,220.22,36405.01,25687.07,10717.94,1.6,3.6
2024-08-27,Q3 2024,Aug,Latin America,Brazil,Hardware,Networking Kit,Ana Gutierrez,SMB,Closed Won,96,1311.05,127924.92,91406.68,36518.24,3.2,4.9
2024-08-28,Q3 2024,Aug,North America,USA,Subscriptions,Professional Plan,Elena Rodriguez,SMB,Closed Won,305,223.73,57363.98,35537.21,21826.77,1.1,3.3
2024-08-28,Q3 2024,Aug,Latin America,Brazil,Services,Training,Pedro Morales,Government,Lead,145,54.16,5194.89,4064.16,1130.73,11.8,2.6
2024-08-28,Q3 2024,Aug,Asia Pacific,Australia,Software,Data Platform,Liam Zhang,Enterprise,Lead,48,2433.51,88096.96,56416.08,31680.88,16.2,3.0
2024-08-31,Q3 2024,Aug,Europe,Germany,Hardware,Laptop Pro,Sophie Dupont,Education,Closed Won,3,2309.16,5535.4,4040.44,1494.96,23.9,3.6
2024-08-31,Q3 2024,Aug,North America,Canada,Services,Consulting,Elena Rodriguez,SMB,Negotiation,31,171.22,4507.14,3558.32,948.82,0.1,2.5
2024-09-01,Q3 2024,Sep,Latin America,Mexico,Services,Support,Ana Gutierrez,Education,Closed Won,104,201.85,18008.33,13131.2,4877.13,18.3,4.4
2024-09-01,Q3 2024,Sep,Europe,UK,Hardware,Laptop Pro,Sophie Dupont,Education,Proposal,77,2854.64,185099.71,144028.32,41071.39,19.8,3.8
2024-09-01,Q3 2024,Sep,Asia Pacific,Japan,Hardware,Desktop Plus,Raj Patel,Enterprise,Proposal,8,1540.55,9489.79,6748.0,2741.79,23.0,3.3
2024-09-02,Q3 2024,Sep,Asia Pacific,Australia,Hardware,Laptop Pro,Yuki Tanaka,SMB,Lead,24,1697.35,50044.67,36082.24,13962.43,5.5,4.9
2024-09-02,Q3 2024,Sep,Latin America,Colombia,Software,Security Pro,Ana Gutierrez,SMB,Qualified,22,755.99,16607.66,9862.96,6744.7,4.9,3.3
2024-09-02,Q3 2024,Sep,Latin America,Colombia,Hardware,Laptop Pro,Pedro Morales,SMB,Lead,74,2661.58,143877.03,113854.0,30023.03,2.6,3.1
2024-09-02,Q3 2024,Sep,Asia Pacific,India,Services,Consulting,Liam Zhang,Enterprise,Closed Lost,77,489.34,29672.35,24346.46,5325.89,12.5,4.1
2024-09-02,Q3 2024,Sep,Latin America,Brazil,Software,Security Pro,Ana Gutierrez,Government,Proposal,28,1780.65,42980.26,24844.93,18135.33,17.9,3.2
2024-09-03,Q3 2024,Sep,North America,USA,Software,Cloud Suite,Sarah Chen,Enterprise,Proposal,36,1106.6,39489.02,23129.18,16359.84,20.7,4.8
2024-09-03,Q3 2024,Sep,Latin America,Colombia,Services,Training,Pedro Morales,Education,Lead,47,117.11,3438.73,2635.62,803.11,16.7,3.3
2024-09-03,Q3 2024,Sep,North America,USA,Hardware,Laptop Pro,Elena Rodriguez,SMB,Closed Won,1,1564.62,1238.16,924.47,313.69,6.9,4.0
2024-09-04,Q3 2024,Sep,North America,USA,Software,Cloud Suite,Sarah Chen,SMB,Proposal,27,2097.42,68876.65,41584.1,27292.55,2.7,4.3
2024-09-04,Q3 2024,Sep,Europe,UK,Services,Consulting,James Clarke,SMB,Closed Lost,42,351.7,11143.54,9412.59,1730.95,5.7,3.5
2024-09-05,Q3 2024,Sep,North America,Canada,Hardware,Networking Kit,Mike Johnson,Education,Lead,71,902.8,57958.13,42184.86,15773.27,17.8,3.6
2024-09-06,Q3 2024,Sep,Europe,Germany,Software,Cloud Suite,Sophie Dupont,SMB,Closed Won,37,1275.65,46981.93,26392.0,20589.93,5.2,3.7
2024-09-06,Q3 2024,Sep,North America,USA,Software,Security Pro,Sarah Chen,SMB,Closed Won,4,574.87,2693.27,1571.27,1122.0,6.3,4.8
2024-09-07,Q3 2024,Sep,Europe,UK,Software,Cloud Suite,James Clarke,Enterprise,Closed Won,7,2250.47,9981.28,6408.96,3572.32,20.8,3.8
2024-09-07,Q3 2024,Sep,Latin America,Colombia,Services,Training,Carlos Silva,Enterprise,Negotiation,83,190.11,15224.49,11579.79,3644.7,16.1,4.3
2024-09-08,Q3 2024,Sep,North America,USA,Hardware,Laptop Pro,Elena Rodriguez,SMB,Closed Won,70,1213.71,70843.65,56188.07,14655.58,1.9,4.4
2024-09-08,Q3 2024,Sep,Europe,UK,Services,Consulting,Sophie Dupont,Education,Lead,10,150.24,1306.19,1148.97,157.22,17.2,4.5
2024-09-08,Q3 2024,Sep,North America,Canada,Software,Security Pro,Mike Johnson,Enterprise,Closed Lost,30,533.55,13592.72,7975.65,5617.07,22.8,3.8
2024-09-09,Q3 2024,Sep,North America,Canada,Software,Cloud Suite,Sarah Chen,Education,Qualified,16,1642.71,27170.42,16464.31,10706.11,17.3,4.5
2024-09-09,Q3 2024,Sep,Europe,Germany,Hardware,Desktop Plus,Sophie Dupont,SMB,Lead,19,1510.65,28992.24,20835.99,8156.25,3.8,3.6
2024-09-09,Q3 2024,Sep,Latin America,Colombia,Services,Consulting,Pedro Morales,SMB,Lead,36,356.43,8969.2,7523.5,1445.7,6.8,4.2
2024-09-09,Q3 2024,Sep,Europe,Germany,Services,Training,Sophie Dupont,Government,Qualified,82,213.32,15336.32,12224.35,3111.97,16.5,3.7
2024-09-09,Q3 2024,Sep,North America,USA,Services,Support,Sarah Chen,Education,Lead,103,173.94,18587.66,13431.03,5156.63,17.0,4.6
2024-09-10,Q3 2024,Sep,North America,USA,Subscriptions,Basic Plan,Mike Johnson,Education,Closed Won,278,41.82,10320.36,5713.91,4606.45,19.3,4.5
2024-09-10,Q3 2024,Sep,North America,USA,Hardware,Laptop Pro,Elena Rodriguez,Enterprise,Qualified,46,2116.53,73901.4,52925.89,20975.51,10.7,3.2
2024-09-10,Q3 2024,Sep,North America,Canada,Software,Data Platform,Mike Johnson,SMB,Lead,4,3167.86,13478.61,8708.35,4770.26,3.3,4.1
2024-09-10,Q3 2024,Sep,North America,Canada,Hardware,Desktop Plus,Elena Rodriguez,Enterprise,Closed Lost,63,1009.38,48430.86,33927.38,14503.48,10.4,3.3
2024-09-11,Q3 2024,Sep,North America,Canada,Software,Data Platform,Elena Rodriguez,SMB,Lead,49,1788.3,67183.39,37170.94,30012.45,9.8,3.8
2024-09-11,Q3 2024,Sep,Europe,Germany,Software,Cloud Suite,Hans Mueller,Enterprise,Closed Lost,9,1923.12,15618.81,9635.95,5982.86,24.8,4.0
2024-09-12,Q3 2024,Sep,North America,Canada,Hardware,Server Rack,Sarah Chen,SMB,Lead,74,4751.44,413137.71,310468.53,102669.18,6.0,3.5
2024-09-13,Q3 2024,Sep,Latin America,Brazil,Services,Consulting,Pedro Morales,Government,Proposal,129,156.24,14118.55,12183.5,1935.05,6.6,2.8
2024-09-14,Q3 2024,Sep,Europe,Germany,Hardware,Laptop Pro,Sophie Dupont,SMB,Closed Won,67,2460.48,167728.83,131369.58,36359.25,3.1,3.7
2024-09-15,Q3 2024,Sep,North America,Canada,Subscriptions,Enterprise Plan,Mike Johnson,SMB,Lead,391,594.21,244835.79,140671.21,104164.58,4.2,3.1
2024-09-16,Q3 2024,Sep,Latin America,Colombia,Software,Data Platform,Carlos Silva,Enterprise,Closed Lost,34,2102.71,62566.35,38033.94,24532.41,23.9,4.1
2024-09-16,Q3 2024,Sep,North America,Canada,Software,Data Platform,Mike Johnson,Enterprise,Proposal,33,3340.64,108532.38,66437.64,42094.74,10.5,3.2
2024-09-17,Q3 2024,Sep,Asia Pacific,India,Hardware,Server Rack,Yuki Tanaka,Government,Closed Won,14,3389.68,52623.43,39380.81,13242.62,14.7,3.9
2024-09-17,Q3 2024,Sep,Europe,France,Software,Data Platform,Sophie Dupont,Government,Proposal,47,2126.16,92439.8,54000.31,38439.49,11.9,3.4
2024-09-18,Q3 2024,Sep,Latin America,Mexico,Subscriptions,Enterprise Plan,Pedro Morales,SMB,Lead,278,495.53,101871.55,56880.82,44990.73,1.4,2.2
2024-09-18,Q3 2024,Sep,North America,USA,Software,Security Pro,Elena Rodriguez,Enterprise,Proposal,16,757.62,7892.58,4490.95,3401.63,23.4,3.5
2024-09-18,Q3 2024,Sep,North America,Canada,Services,Consulting,Sarah Chen,SMB,Negotiation,98,332.92,37683.21,32404.71,5278.5,7.6,4.6
2024-09-18,Q3 2024,Sep,Asia Pacific,Japan,Subscriptions,Professional Plan,Raj Patel,SMB,Qualified,119,124.29,13444.57,7809.91,5634.66,9.1,3.0
